asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,product_availability,climate_pledge_friendly,sales_volume,delivery,has_variations,unit_price,unit_count,coupon_text
B0CHH6X6H2,Total by Verizon | Samsung Galaxy A03s | Locked | 32GB | 5000mAh Battery | 48MP Main Camera | 6.5-in. HD+Infinity-V Display | Black,$49.99,,USD,3.8,276,https://www.amazon.com/dp/B0CHH6X6H2,https://m.media-amazon.com/images/I/812woqv69CL._AC_UY654_FMwebp_QL65_.jpg,3,$49.21,False,False,True,,False,1K+ bought in past month,"FREE delivery Fri, Sep 27",False,,,
B0C7LNLS9P,"TracFone Moto g Pure (2021), 32GB, Blue - Prepaid Smartphone (Locked/Renewed)",$24.99,,USD,4.3,160,https://www.amazon.com/dp/B0C7LNLS9P,https://m.media-amazon.com/images/I/71zGrrAe5NL._AC_UY654_FMwebp_QL65_.jpg,1,$24.99,False,False,False,,False,500+ bought in past month,FREE delivery on $35 shipped by Amazon.Temporarily out of stock.,False,,,
B0BZ9XNBRB,Google Pixel 7a - Unlocked Android Cell Phone - Smartphone with Wide Angle Lens and 24-Hour Battery - 128 GB – Charcoal,$344.95,$499.00,USD,4.3,2482,https://www.amazon.com/dp/B0BZ9XNBRB,https://m.media-amazon.com/images/I/61r7cCpQPlL._AC_UY654_FMwebp_QL65_.jpg,21,$318.00,False,False,False,,True,1K+ bought in past month,FREE delivery,True,,,
B0CTD42NJZ,"SAMSUNG Galaxy A15 5G (SM-156M/DSN), 256GB 8GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Light Blue)",$183.69,$199.00,USD,4.3,146,https://www.amazon.com/dp/B0CTD42NJZ,https://m.media-amazon.com/images/I/51J+JSoU22L._AC_UY654_FMwebp_QL65_.jpg,7,$176.35,False,False,True,,False,1K+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0DFB9SNBR,TCL ION Z Unlock Smartphone 4G LTE 32GB - Black,$39.00,,USD,,0,https://www.amazon.com/dp/B0DFB9SNBR,https://m.media-amazon.com/images/I/41dO3FpW9jL._AC_UY654_FMwebp_QL65_.jpg,1,$39.00,False,False,False,,False,50+ bought in past month,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25,False,,,
B0D9N1517Y,"I14 Pro Max Unlocked Smartphone, 6+256GB, Android 13.0 Unlocked Cell Phones, 6.82&quot; HD Screen Battery 6800mAH with 128GB Memory Card/Face ID/Fingerprint Lock/Dual SIM 5G Phone (Blue)",$158.99,,USD,4.7,7,https://www.amazon.com/dp/B0D9N1517Y,https://m.media-amazon.com/images/I/61f0ku-bepL._AC_UY654_FMwebp_QL65_.jpg,1,$158.99,False,False,False,,False,100+ bought in past month,FREE delivery,False,,,
B09X7F2GCG,"TracFone TCL Flip 2, 8GB, Black - Prepaid Flip Phone (Locked)",$19.99,,USD,4,823,https://www.amazon.com/dp/B09X7F2GCG,https://m.media-amazon.com/images/I/71S0voBvL8L._AC_UY654_FMwebp_QL65_.jpg,1,$19.99,False,False,True,,False,1K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False,,,
B08PPDJWC8,"Apple iPhone 12 Mini, 64GB, Black - Unlocked (Renewed)",$232.00,,USD,4.1,13191,https://www.amazon.com/dp/B08PPDJWC8,https://m.media-amazon.com/images/I/61xXeO6ojPL._AC_UY654_FMwebp_QL65_.jpg,16,$203.31,False,False,False,,True,2K+ bought in past month,"FREE delivery Tomorrow, Sep 20",True,,,
B0CLHJZJZB,"Samsung Galaxy S23 Fan Edition(FE) 5G (SM-S711B/DS) Dual SIM,256GB + 8GB, Factory Unlocked, International Version - No Warranty - (Purple)",$479.72,,USD,4.3,39,https://www.amazon.com/dp/B0CLHJZJZB,https://m.media-amazon.com/images/I/61zZ5XN4BrL._AC_UY654_FMwebp_QL65_.jpg,3,$429.50,False,False,False,Only 1 left in stock - order soon.,False,50+ bought in past month,"FREE delivery Sep 24 - 26 Or fastest delivery Tomorrow, Sep 20 Only 1 left in stock - order soon.",False,,,
B08H8X23ZB,Google Pixel 5 - 5G Android Phone - Water Resistant - Unlocked Smartphone with Night Sight and Ultrawide Lens - Just Black,$284.99,,USD,4.4,3432,https://www.amazon.com/dp/B08H8X23ZB,https://m.media-amazon.com/images/I/81-fNmQqlLL._AC_UY654_FMwebp_QL65_.jpg,6,$149.95,False,False,True,Only 9 left in stock - order soon.,False,100+ bought in past month,"FREE delivery Wed, Sep 25 Only 9 left in stock - order soon.",True,,,
B0C1Q3MVBP,"Samsung Galaxy A14 5G A Series, Factory Unlocked, 64GB, US Version, Black (Renewed)",$98.52,$172.00,USD,3.7,762,https://www.amazon.com/dp/B0C1Q3MVBP,https://m.media-amazon.com/images/I/61G9RdA0EQL._AC_UY654_FMwebp_QL65_.jpg,23,$88.98,False,False,True,,False,2K+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B0CCT2BR1J,Tracfone Samsung Galaxy A14 5G Locked 64GB 5000mAh Battery 50 MP triple-camera system 6.6-in. FHD+ LCD Display Black,$99.88,$119.99,USD,4.2,308,https://www.amazon.com/dp/B0CCT2BR1J,https://m.media-amazon.com/images/I/81amPJwm3YL._AC_UY654_FMwebp_QL65_.jpg,2,$64.99,False,False,True,,False,200+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B08VLMQ3KS,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Gray - Unlocked (Renewed)",$209.99,$249.00,USD,3.9,6272,https://www.amazon.com/dp/B08VLMQ3KS,https://m.media-amazon.com/images/I/61jYjeuNUnL._AC_UY654_FMwebp_QL65_.jpg,5,$164.99,False,False,False,Only 20 left in stock - order soon.,True,2K+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 20 left in stock - order soon.",False,,,
B0CGWF3F64,"Motorola razr | 2023 | Unlocked | Made for US 8/128 | 32MP Camera | Summer Lilac, 73.95 x 170.82 x 7.35mm",$699.99,,USD,4,440,https://www.amazon.com/dp/B0CGWF3F64,https://m.media-amazon.com/images/I/61nVT+i3rdL._AC_UY654_FMwebp_QL65_.jpg,2,$331.64,False,False,True,,False,200+ bought in past month,"FREE delivery Tue, Sep 24",True,,,
B09T3MQSVP,"Samsung Galaxy A13 5G Cell Phone, AT&amp;T GSM Unlocked Android Smartphone, 64GB, Long Lasting Battery, Expandable Storage, Triple Lens Camera, Infinite Display, Black (Renewed)",$88.82,$98.27,USD,3.8,1338,https://www.amazon.com/dp/B09T3MQSVP,https://m.media-amazon.com/images/I/61xhaqnlKPL._AC_UY654_FMwebp_QL65_.jpg,31,$70.40,False,False,False,Only 1 left in stock - order soon.,False,500+ bought in past month,FREE delivery Sep 23 - 24 Only 1 left in stock - order soon.,False,,,
B07JMHLP7B,Panasonic DECT 6.0 Expandable Cordless Phone System with Answering Machine and Call Blocking - 3 Handsets - KX-TGE633M (Metallic Black),$99.99,,USD,4.3,2151,https://www.amazon.com/dp/B07JMHLP7B,https://m.media-amazon.com/images/I/81d5dbKZi6L._AC_UY654_FMwebp_QL65_.jpg,3,$49.52,False,False,True,,False,900+ bought in past month,"FREE delivery Tue, Sep 24",False,,,
B088NQXD8T,"Apple iPhone SE 2nd Generation, US Version, 64GB, Black - Unlocked (Renewed)",$128.00,$156.86,USD,4.3,18826,https://www.amazon.com/dp/B088NQXD8T,https://m.media-amazon.com/images/I/61JNofhHZZL._AC_UY654_FMwebp_QL65_.jpg,40,$96.69,False,False,False,,True,2K+ bought in past month,FREE delivery,True,,,
B088MKVYTF,"Alcatel SMARTFLIP 4052R | 4G LTE | 4GB Flip-Phone | Bluetooth, WiFi, Big Buttons | Carrier locked to AT&amp;T. Phone is not unlocked - Volcano Black",$41.90,,USD,3.9,541,https://www.amazon.com/dp/B088MKVYTF,https://m.media-amazon.com/images/I/41TEXV9CMjL._AC_UY654_FMwebp_QL65_.jpg,10,$22.95,False,False,False,,False,500+ bought in past month,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25,False,,,
B08PMYLKVF,"Apple iPhone 12 Pro, 128GB, Pacific Blue - Fully Unlocked (Renewed)",$387.00,$521.01,USD,4.2,10317,https://www.amazon.com/dp/B08PMYLKVF,https://m.media-amazon.com/images/I/51n-83C8HYL._AC_UY654_FMwebp_QL65_.jpg,17,$353.72,False,False,False,Only 12 left in stock - order soon.,True,1K+ bought in past month,"FREE delivery Tomorrow, Sep 20 Only 12 left in stock - order soon.",True,,,
B09YDMWFT1,Motorola Moto Edge 5G UW 256gb Nebula Blue for Verizon (Renewed),$96.26,$124.56,USD,4.1,313,https://www.amazon.com/dp/B09YDMWFT1,https://m.media-amazon.com/images/I/61i17nviAvL._AC_UY654_FMwebp_QL65_.jpg,10,$89.22,False,False,False,,False,50+ bought in past month,"FREE delivery Sep 25 - 27 Or fastest delivery Tomorrow, Sep 20",False,,,
